,IND,ENE,AGS+RCO,TRO
0,0.42557946588031115,0.3137810416233619,0.3328969042033477,0.004152203954976785
1,0.3445200332715854,0.32278056576695957,0.26272030225823734,0.0
2,0.8883823187007535,0.3916873403141411,0.30153879621165286,0.06452285283095549
3,0.06423729064053152,0.0988058231580049,0.045878294387082935,0.029856430120280997
4,0.0802643300389057,0.09942417608924148,0.04735825381232621,0.00919151489399156
5,0.9826484048523529,1.7616116845107965,0.8229367674282032,0.8668914140476409
6,1.073951480768808,1.3342464834206829,1.0492513656195743,0.6162496439668538
7,0.8452539705467617,0.6298365428370375,0.7172739519812638,1.0002861375820995
8,0.08781663491852282,0.1776490599826545,0.20391518039043938,0.05717855518771381
9,0.2752737693814771,0.3262398869873767,0.13873431379634155,0.17335735775094502
10,0.09226805432079127,0.1801103517492617,0.18774619865120987,0.07476514291757258
11,0.8345611351933487,0.5498544650074404,0.28709427270518706,0.05939366998325257
12,0.7694273817703431,0.7131874280853852,0.3142967968243612,0.04202227560251892
13,0.419999032560584,0.4751366835880624,0.10835775332617353,0.0
14,0.09412678192571666,0.1756186318547236,0.2701112500809965,0.030231628959970502
15,0.09819606172643347,0.16103571316786136,0.26714129037938594,0.019978012106693255
16,0.09181299483308139,0.15371617466724152,0.30887229650676373,0.0
17,0.09620033672768988,0.12319679404001543,0.27129389104838286,0.0
18,0.07778550960784592,0.10310632221453736,0.26409594182912005,0.0
19,0.28557332843570493,0.21371279579297614,0.392513457016998,0.19836017089207383
20,0.2861835113380419,0.2200884599528603,0.3955055886949318,0.4489079990034864
21,0.344451432701638,0.20986050150350888,0.41853488652859994,0.48845511551026216
22,0.6416456338222492,0.23335584471175352,0.38617222129512363,0.4947126490379147
23,0.6490729413657699,0.21912892357465075,0.38252908656474527,0.4498763926977593
24,0.29644136266023463,0.1605411442368716,0.45439605180893294,0.46841750064403076
25,0.5256859975492868,0.976796021191032,0.4386482749745084,0.0
26,0.631824975052357,0.32942150042243606,0.2993122483774665,0.40066537570349176
27,0.6581770165645799,0.33025560174248547,0.2624846564936205,0.16965215728862726
28,0.5893118600846374,1.3430916415932708,0.8646340325913964,1.0930737833294644
29,0.35434804263457725,0.343272927975342,0.3461000509765042,0.016872883095580826
30,0.13633610955377162,0.20305889136103222,0.11736842438189382,0.016840607198421675
31,0.6629633869711471,0.30394259066330276,0.221012747642404,0.0
32,0.127788400398172,0.1466045388552249,0.3497940985899093,0.00851063256243173
33,0.8735193522787762,0.35498327149908826,0.31833451839940974,0.05341862225198046
34,0.284392899520647,0.32520685261911947,0.31612739390557965,0.10713830075803527
35,0.8039709515098713,0.21953623151888718,0.45902311936195284,0.0
36,0.8378560644066068,0.37285932960871004,0.2909137000877,0.17121655960518217
37,1.271404892127269,0.18751407526207176,0.5932847867837979,0.04619126767692466
38,0.7174975449981422,1.1164045286416693,0.5028435355853392,0.0
39,0.6233044570469042,0.23193811543858772,0.2316055391520338,0.5110803489345228
40,0.09793458936170998,0.4438903123146707,0.2556281474476302,0.01411415916085157
41,0.13109383803458513,0.16897789313773098,0.22525943729067993,0.06495423942519724
42,0.09810569000202596,0.2927309780476503,0.32804755858828394,0.044239119479395905
43,0.12593158893636727,0.2431782282613788,0.3413504295433878,0.2395715323697019
44,0.34260565738576043,0.7030730992347083,0.3012566662305753,0.08991037439727906
45,0.8588144944760797,0.475037611773767,0.27978843817155885,0.07716476475632056
46,0.031511639628268834,0.1540094672644431,0.0,0.05343966275618828
47,0.025688972702608198,0.13985106001589792,0.0,0.0520729112247974
48,0.3304395773778072,0.23057269932755847,0.40444517856363826,0.05021449874214434
49,0.10179774985961809,0.1418699030916653,0.05007390325183031,0.028930917074853624
50,0.045801461900433216,0.0952590083134418,0.014734397092290921,0.41398457902944047
51,0.11690448486515301,0.13038835363169843,0.6621818557358722,0.3884345500038457
52,0.13499511768891442,0.13100976803093883,0.522940575747093,0.8031054547554217
53,0.019676149445838925,0.060190137747032635,0.03612963575651719,0.029165669108505543
54,0.052267183733139294,0.0741120529497844,0.07353253206781181,0.03467789397901483
55,0.053356491099725095,0.0665352111380133,0.06417545382136397,0.029725281098434864
56,0.038105991384370014,0.06699323007436198,0.03667603915566746,0.044579230428924255
57,0.05401352541473961,0.0638891596853256,0.02789540371356186,0.19166842347712904
58,0.08815675799215639,0.11916458055241491,0.01686417856201826,0.08795655721374046
59,0.006069562960586,0.08606333439820901,0.06440413154473709,0.112799776016489
60,0.12138000300729121,0.23313674459385197,0.29095889801009267,0.06883304198827223
61,0.12780586531888316,0.35207218153802766,0.3569938046520813,0.09991145240470312
62,0.11924524087120769,0.4963755291341051,0.12449736467435996,0.3116905250130643
63,0.15480046009291312,0.08272096004058327,0.03761120781384278,1.4461579701420888
64,0.04657548654070118,0.009177438143494587,0.001620615373026199,1.0393782980349222
65,0.17597586057001308,0.12606664226985875,0.05841710364204701,0.12167368515257393
66,0.33644032036892213,0.7886026931156048,0.14163881832535752,1.3664889916282092
67,0.08865460404558725,0.1728911109547407,0.016769319306850605,0.2879505286138322
68,0.17442370332593865,0.6760665920110224,0.022476954738079355,2.5783947332580386
69,0.44960300078391713,0.16516566275775174,0.0,0.7914388600519097
70,0.5586640994740095,1.099683874648819,0.2714029077966491,0.8944514512293202
71,0.5488502562191602,1.0720993499684623,0.28904504287901345,0.9895329832218207
72,0.5589253758308277,1.1028251192466805,0.26855019054317747,0.8939016475281119
73,0.09885669388789631,0.10639121512685706,0.09706949626798536,0.6489656390604784
74,0.04955562765258187,0.009190211724100172,0.0,0.8447567025483633
75,1.246320138822259,0.3285028554621091,0.3738581727362371,0.8506377636930713
76,0.13056883993680657,0.9585700427008844,0.0028435340118764807,1.2619912300359437
77,0.04751442030212477,0.059770194044947766,0.3334576070594947,1.1468574373630342
78,0.43572693191003786,1.9618722547429657,0.20126862955205094,0.8309419134226551
